,Clase de la via,Particula de la via,Nombre de la via,Codigo de vía,Distritos atravesados,Literal completo del vial 
31,PASEO                   ,DEL   ,ZURRON                                          ,725,21.0,PASEO DEL ZURRÓN                                               
32,CALLE                   ,DEL   ,MURO                                            ,726,21.0,CALLE DEL MURO                                                 
33,CALLE                   ,DE    ,CALDERON                                        ,727,21.0,CALLE DE CALDERÓN                                              
34,AVENIDA                 ,DE LA ,GRAN VIA DE HORTALEZA                           ,728,16.0,AVENIDA DE LA GRAN VÍA DE HORTALEZA                            
35,CALLE                   ,DE    ,PEDRO MORENO                                    ,729,6.0,CALLE DE PEDRO MORENO                                          
36,CALLE                   ,DE    ,FRANCISCO GINER DE LOS RIOS                     ,730,15.0,CALLE DE FRANCISCO GINER DE LOS RÍOS                           
37,COSTANILLA              ,DEL   ,CALERO                                          ,731,15.0,COSTANILLA DEL CALERO                                          
38,TRAVESIA                ,DE    ,CESAR GONZALEZ RUANO                            ,732,15.0,TRAVESÍA DE CÉSAR GONZÁLEZ RUANO                               
39,CALLE                   ,DE    ,LUIS CERNUDA                                    ,733,15.0,CALLE DE LUIS CERNUDA                                          
40,CALLE                   ,DE    ,FERNANDO PESSOA                                 ,734,15.0,CALLE DE FERNANDO PESSOA                                       
41,CALLE                   ,DE LA ,ELECTRONICA                                     ,735,15.0,CALLE DE LA ELECTRÓNICA                                        
42,CALLE                   ,DEL   ,PADRE COLOMA                                    ,736,15.0,CALLE DEL PADRE COLOMA                                         
43,CALLE                   ,DE LAS,BATERIAS                                        ,737,15.0,CALLE DE LAS BATERÍAS                                          
44,CALLE                   ,DE    ,MARIA ZAMBRANO                                  ,738,15.0,CALLE DE MARÍA ZAMBRANO                                        
45,CALLE                   ,DE LA ,VIRGEN DEL ESPINO                               ,739,15.0,CALLE DE LA VIRGEN DEL ESPINO                                  
46,CALLE                   ,DE    ,FELIPE TRIGO                                    ,740,15.0,CALLE DE FELIPE TRIGO                                          
47,CALLE                   ,DEL   ,CERRO                                           ,741,15.0,CALLE DEL CERRO                                                
48,TRAVESIA                ,DEL   ,CONDADO DE TREVIÑO                              ,742,15.0,TRAVESÍA DEL CONDADO DE TREVIÑO                                
49,CALLE                   ,DE LA ,SENDA                                           ,743,15.0,CALLE DE LA SENDA                                              
50,CALLE                   ,DE LA ,VEREDA                                          ,744,15.0,CALLE DE LA VEREDA                                             
51,CALLE                   ,DEL   ,ARTE                                            ,745,15.0,CALLE DEL ARTE                                                 
52,CALLE                   ,DE LA ,CULTURA                                         ,746,15.0,CALLE DE LA CULTURA                                            
53,CALLE                   ,DEL   ,VIOLIN                                          ,747,15.0,CALLE DEL VIOLÍN                                               
54,CALLE                   ,DEL   ,OBOE                                            ,748,15.0,CALLE DEL OBOE                                                 
55,CALLE                   ,DEL   ,LAUD                                            ,749,15.0,CALLE DEL LAÚD                                                 
56,CALLE                   ,DEL   ,QUEROL                                          ,750,15.0,CALLE DEL QUEROL                                               
57,CALLE                   ,DE LA ,DULZAINA                                        ,751,15.0,CALLE DE LA DULZAINA                                           
58,PASAJE                  ,DE    ,CALERUEGA                                       ,752,15.0,PASAJE DE CALERUEGA                                            
59,CALLE                   ,DE LA ,EDUCACION                                       ,753,15.0,CALLE DE LA EDUCACIÓN                                          
60,CALLE                   ,DEL   ,CANAL DE PANAMA                                 ,754,15.0,CALLE DEL CANAL DE PANAMÁ                                      
61,CALLE                   ,DEL   ,CANAL DE MOZAMBIQUE                             ,755,15.0,CALLE DEL CANAL DE MOZAMBIQUE                                  
62,CALLE                   ,DE    ,PABLO SANCHEZ                                   ,756,15.0,CALLE DE PABLO SÁNCHEZ                                         
63,CALLE                   ,DE LA ,INDULGENCIA                                     ,757,15.0,CALLE DE LA INDULGENCIA                                        
64,CALLE                   ,DE LA ,DALIA                                           ,758,15.0,CALLE DE LA DALIA                                              
65,CAMINO                  ,DE LA ,CUERDA                                          ,759,15.0,CAMINO DE LA CUERDA                                            
66,CALLE                   ,DE    ,BRIVIESCA                                       ,760,15.0,CALLE DE BRIVIESCA                                             
67,CALLE                   ,DE    ,JOSE BASTOS                                     ,761,8.0,CALLE DE JOSÉ BASTOS                                           
68,CALLE                   ,DE LA ,LAGUNA DE LOS PAJAROS                           ,762,9.0,CALLE DE LA LAGUNA DE LOS PÁJAROS                              
69,CALLE                   ,DEL   ,PICO DE LA GOLONDRINA                           ,763,9.0,CALLE DEL PICO DE LA GOLONDRINA                                
70,CALLE                   ,DE LA ,LOMA DE LOS BAILANDEROS                         ,764,9.0,CALLE DE LA LOMA DE LOS BAILANDEROS                            
71,CALLE                   ,DEL   ,PUERTO DE FUENFRIA                              ,765,9.0,CALLE DEL PUERTO DE FUENFRÍA                                   
72,CALLE                   ,DEL   ,PICO ALMENARA                                   ,766,9.0,CALLE DEL PICO ALMENARA                                        
73,CALLE                   ,DEL   ,MONTON DE TRIGO                                 ,767,9.0,CALLE DEL MONTÓN DE TRIGO                                      
74,CALLE                   ,DE    ,CABEZA LIJAR                                    ,768,9.0,CALLE DE CABEZA LÍJAR                                          
75,CALLE                   ,DEL   ,CERRO SAN PEDRO                                 ,769,9.0,CALLE DEL CERRO SAN PEDRO                                      
76,CALLE                   ,DE LA ,PEÑA DEL YELMO                                  ,772,9.0,CALLE DE LA PEÑA DEL YELMO                                     
77,CALLE                   ,DEL   ,CALENDARIO                                      ,774,20.0,CALLE DEL CALENDARIO                                           
78,PLAZA                   ,DEL   ,VERANO                                          ,775,20.0,PLAZA DEL VERANO                                               
79,AVENIDA                 ,      ,FIN DE SEMANA                                   ,776,20.0,AVENIDA FIN DE SEMANA                                          
80,AVENIDA                 ,DEL   ,INVIERNO                                        ,777,20.0,AVENIDA DEL INVIERNO                                           
81,PLAZA                   ,DE    ,JUAN DE LA COSSA                                ,778,5.0,PLAZA DE JUAN DE LA COSSA                                      
82,CALLE                   ,DE    ,DOÑA JUANA I DE CASTILLA                        ,779,20.0,CALLE DE DOÑA JUANA I DE CASTILLA                              
83,CALLE                   ,DEL   ,DOCTOR ZAMENHOF                                 ,780,20.0,CALLE DEL DOCTOR ZAMENHOF                                      
84,PLAZA                   ,DE    ,RODOLFO Y ERNESTO HALFFTER                      ,781,5.0,PLAZA DE RODOLFO Y ERNESTO HALFFTER                            
85,PLAZA                   ,DE    ,JOAQUIN RODRIGO                                 ,782,5.0,PLAZA DE JOAQUÍN RODRIGO                                       
86,CALLE                   ,DEL   ,RISCO DE LOS CLAVELES                           ,783,9.0,CALLE DEL RISCO DE LOS CLAVELES                                
87,CALLE                   ,DEL   ,PICO OCEJON                                     ,784,9.0,CALLE DEL PICO OCEJÓN                                          
88,CALLE                   ,DE LAS,CINCO LAGUNAS                                   ,785,9.0,CALLE DE LAS CINCO LAGUNAS                                     
89,CALLE                   ,DEL   ,PICO DE LA MIEL                                 ,786,9.0,CALLE DEL PICO DE LA MIEL                                      
90,CALLE                   ,DE    ,JOSE BARDASANO BAOS                             ,787,5.0,CALLE DE JOSÉ BARDASANO BAOS                                   
91,CALLE                   ,DE    ,CALELLA                                         ,788,13.0,CALLE DE CALELLA                                               
92,CALLE                   ,DE    ,TOSSA                                           ,789,13.0,CALLE DE TOSSA                                                 
93,CALLE                   ,DE    ,MALGRAT DE MAR                                  ,790,13.0,CALLE DE MALGRAT DE MAR                                        
94,TRAVESIA                ,DE    ,HUMANES                                         ,791,13.0,TRAVESÍA DE HUMANES                                            
95,CALLE                   ,DE    ,TORREPEROGIL                                    ,792,13.0,CALLE DE TORREPEROGIL                                          
96,CALLE                   ,DE    ,HUESA                                           ,793,13.0,CALLE DE HUESA                                                 
97,CALLE                   ,DE    ,CAMPILLO DE ARENAS                              ,794,13.0,CALLE DE CAMPILLO DE ARENAS                                    
98,CALLE                   ,DE    ,IBROS                                           ,795,13.0,CALLE DE IBROS                                                 
99,CALLE                   ,DE    ,GUARROMAN                                       ,796,13.0,CALLE DE GUARROMÁN                                             
100,CALLE                   ,DE    ,SABIOTE                                         ,797,13.0,CALLE DE SABIOTE                                               
101,CALLE                   ,DEL   ,RIO SAN LORENZO                                 ,798,13.0,CALLE DEL RÍO SAN LORENZO                                      
102,CALLE                   ,DEL   ,RIO BRAVO                                       ,799,13.0,CALLE DEL RÍO BRAVO                                            
103,CALLE                   ,DE    ,ABANTOS                                         ,800,5.0,CALLE DE ABANTOS                                               
104,CALLE                   ,DEL   ,RIO DE LA PLATA                                 ,801,13.0,CALLE DEL RÍO DE LA PLATA                                      
105,CALLE                   ,DEL   ,RIO SAN PEDRO                                   ,802,13.0,CALLE DEL RÍO SAN PEDRO                                        
106,CALLE                   ,DEL   ,RIO ARAUCA                                      ,803,13.0,CALLE DEL RÍO ARAUCA                                           
107,CALLE                   ,DEL   ,RIO NEGRO                                       ,804,13.0,CALLE DEL RÍO NEGRO                                            
108,CALLE                   ,DEL   ,RIO MAGDALENA                                   ,805,13.0,CALLE DEL RÍO MAGDALENA                                        
109,CALLE                   ,DEL   ,RIO GRANDE                                      ,806,13.0,CALLE DEL RÍO GRANDE                                           
110,CALLE                   ,DEL   ,RIO SALADO                                      ,807,13.0,CALLE DEL RÍO SALADO                                           
111,CALLE                   ,DEL   ,RIO IGUAZU                                      ,808,13.0,CALLE DEL RÍO IGUAZÚ                                           
112,CALLE                   ,DEL   ,RIO PARANA                                      ,809,13.0,CALLE DEL RÍO PARANÁ                                           
113,CALLE                   ,DEL   ,RIO ORINOCO                                     ,810,13.0,CALLE DEL RÍO ORINOCO                                          
114,CALLE                   ,DEL   ,RIO URUGUAY                                     ,811,13.0,CALLE DEL RÍO URUGUAY                                          
115,CALLE                   ,DE    ,MANUEL BADIA                                    ,812,13.0,CALLE DE MANUEL BADÍA                                          
116,CALLE                   ,DEL   ,RIO CORRIENTES                                  ,813,13.0,CALLE DEL RÍO CORRIENTES                                       
117,CALLE                   ,DEL   ,RIO CHICO                                       ,814,13.0,CALLE DEL RÍO CHICO                                            
118,CALLE                   ,DEL   ,RIO JACUI                                       ,815,13.0,CALLE DEL RÍO JACUÍ                                            
119,CALLE                   ,DEL   ,LAGO CALAFATE                                   ,816,13.0,CALLE DEL LAGO CALAFATE                                        
120,CALLE                   ,DEL   ,GOLFO DE GUAYAQUIL                              ,817,13.0,CALLE DEL GOLFO DE GUAYAQUIL                                   
121,CALLE                   ,DEL   ,LAGO MARACAIBO                                  ,818,13.0,CALLE DEL LAGO MARACAIBO                                       
122,CALLE                   ,DEL   ,RIO ESMERALDA                                   ,819,13.0,CALLE DEL RÍO ESMERALDA                                        
123,CALLE                   ,DEL   ,GOLFO DE DARIEN                                 ,820,13.0,CALLE DEL GOLFO DE DARIÉN                                      
124,CALLE                   ,DEL   ,LAGO MIRIM                                      ,821,13.0,CALLE DEL LAGO MIRÍM                                           
125,CALLE                   ,DEL   ,LAGO NICARAGUA                                  ,822,13.0,CALLE DEL LAGO NICARAGUA                                       
126,CALLE                   ,DEL   ,LAGO SAN MARTIN                                 ,823,13.0,CALLE DEL LAGO SAN MARTÍN                                      
127,CALLE                   ,DEL   ,RIO COLORADO                                    ,824,13.0,CALLE DEL RÍO COLORADO                                         
128,PASAJE                  ,DE LA ,TIERRUCA                                        ,825,13.0,PASAJE DE LA TIERRUCA                                          
129,CALLE                   ,DE    ,MARTINEZ MOLINA                                 ,826,20.0,CALLE DE MARTÍNEZ MOLINA                                       
130,CALLE                   ,DE    ,PATONES                                         ,827,8.0,CALLE DE PATONES                                               
131,PLAZA                   ,DEL   ,DOCTOR BARRAQUER                                ,828,8.0,PLAZA DEL DOCTOR BARRAQUER                                     
132,CALLE                   ,DE    ,ANTONIORROBLES                                  ,829,8.0,CALLE DE ANTONIORROBLES                                        
133,PASAJE                  ,DE    ,SANTA FELICIDAD                                 ,830,15.0,PASAJE DE SANTA FELICIDAD                                      
134,AVENIDA                 ,DEL   ,PLANETARIO                                      ,831,2.0,AVENIDA DEL PLANETARIO                                         
135,CALLE                   ,DE    ,MIGUEL DE UNAMUNO                               ,832,15.0,CALLE DE MIGUEL DE UNAMUNO                                     
136,GLORIETA                ,DE    ,FRANCISCO DE LAS CABEZAS                        ,833,20.0,GLORIETA DE FRANCISCO DE LAS CABEZAS                           
137,GLORIETA                ,DE    ,RICARDO VELAZQUEZ BOSCO                         ,834,20.0,GLORIETA DE RICARDO VELÁZQUEZ BOSCO                            
138,PUENTE                  ,DE    ,FELIPE JUVARA                                   ,835,20.0,PUENTE DE FELIPE JUVARA                                        
139,CALLE                   ,DEL   ,MARQUESADO DE SANTA MARTA                       ,836,20.0,CALLE DEL MARQUESADO DE SANTA MARTA                            
140,CALLE                   ,DE    ,JUAN RIZI                                       ,837,20.0,CALLE DE JUAN RIZI                                             
141,CALLE                   ,DE    ,AGUETOL                                         ,838,21.0,CALLE DE AGUETOL                                               
142,CALLE                   ,DE    ,ARTEMISA                                        ,839,21.0,CALLE DE ARTEMISA                                              
143,CALLE                   ,DE    ,ARIADNA                                         ,840,8.0,CALLE DE ARIADNA                                               
144,TRAVESIA                ,DE    ,MARIA ZAMBRANO                                  ,841,15.0,TRAVESÍA DE MARÍA ZAMBRANO                                     
145,CALLE                   ,DE    ,VALCOTOS                                        ,842,9.0,CALLE DE VALCOTOS                                              
146,CALLE                   ,DE    ,VALDEZCARAY                                     ,843,9.0,CALLE DE VALDEZCARAY                                           
147,CALLE                   ,DE    ,VALDELINARES                                    ,844,9.0,CALLE DE VALDELINARES                                          
148,CALLE                   ,DE LA ,ISLA DE TAGOMAGO                                ,845,9.0,CALLE DE LA ISLA DE TAGOMAGO                                   
149,CALLE                   ,DE LA ,ISLA DE ALEGRANZA                               ,846,9.0,CALLE DE LA ISLA DE ALEGRANZA                                  
150,CALLE                   ,DE    ,HOCES DE LA HERMIDA                             ,847,9.0,CALLE DE HOCES DE LA HERMIDA                                   
151,CALLE                   ,DE    ,VALLTER                                         ,848,9.0,CALLE DE VALLTER                                               
152,TRAVESIA                ,DE    ,GANIMEDES                                       ,849,9.0,TRAVESÍA DE GANÍMEDES                                          
153,CALLE                   ,DE    ,VALDESQUI                                       ,850,9.0,CALLE DE VALDESQUÍ                                             
154,CALLE                   ,DE    ,JOSE ORTUÑO PONCE                               ,851,17.0,CALLE DE JOSÉ ORTUÑO PONCE                                     
155,CALLE                   ,DE    ,HERENCIA                                        ,852,20.0,CALLE DE HERENCIA                                              
156,CALLE                   ,DE    ,HINOJOSA DEL DUQUE                              ,853,20.0,CALLE DE HINOJOSA DEL DUQUE                                    
157,CALLE                   ,DE    ,JOSE RAMON VIZCAINO                             ,854,20.0,CALLE DE JOSÉ RAMÓN VIZCAÍNO                                   
158,CALLE                   ,DE    ,FRANCISCO IÑIGUEZ ALMECH                        ,855,20.0,CALLE DE FRANCISCO ÍÑIGUEZ ALMECH                              
159,PLAZA                   ,DE    ,NUESTRA SEÑORA DE LA CANDELARIA                 ,856,20.0,PLAZA DE NUESTRA SEÑORA DE LA CANDELARIA                       
160,GLORIETA                ,DEL   ,YUCATAN                                         ,857,16.0,GLORIETA DEL YUCATÁN                                           
161,AVENIDA                 ,DE LOS,ANDES                                           ,858,16.0,AVENIDA DE LOS ANDES                                           
162,AVENIDA                 ,DE    ,MACHUPICHU                                      ,859,16.0,AVENIDA DE MACHUPICHU                                          
163,CALLE                   ,DE    ,DOÑA GUIOMAR                                    ,860,16.0,CALLE DE DOÑA GUIOMAR                                          
164,GLORIETA                ,DE    ,SAN MARTIN DE LA VEGA                           ,861,12.0,GLORIETA DE SAN MARTÍN DE LA VEGA                              
165,TRAVESIA                ,DE    ,SANTA MARIA MAGDALENA                           ,862,5.0,TRAVESÍA DE SANTA MARÍA MAGDALENA                              
166,PLAZA                   ,DEL   ,DESCUBRIDOR DIEGO DE ORDAS                      ,863,7.0,PLAZA DEL DESCUBRIDOR DIEGO DE ORDÁS                           
167,CALLE                   ,DE    ,PUERTO REAL                                     ,864,16.0,CALLE DE PUERTO REAL                                           
168,CALLE                   ,DE    ,BRAOJOS                                         ,865,8.0,CALLE DE BRAOJOS                                               
169,JARDIN                  ,DE    ,JOAQUIN MASMITJA                                ,866,5.0,JARDÍN DE JOAQUÍN MASMITJA                                     
170,JARDINES                ,DE    ,CONCEJAL ALEJANDRO MUÑOZ REVENGA                ,867,7.0,JARDINES DE CONCEJAL ALEJANDRO MUÑOZ REVENGA                   
171,CALLE                   ,DEL   ,PUERTO DE MIRAVETE                              ,868,2.0,CALLE DEL PUERTO DE MIRAVETE                                   
172,CALLE                   ,DEL   ,PUERTO DE LA CRUZ VERDE                         ,869,2.0,CALLE DEL PUERTO DE LA CRUZ VERDE                              
173,CALLE                   ,DEL   ,TEJO                                            ,870,2.0,CALLE DEL TEJO                                                 
174,CALLE                   ,DEL   ,JACARANDA                                       ,871,2.0,CALLE DEL JACARANDA                                            
175,CALLE                   ,DEL   ,ALMEZ                                           ,872,2.0,CALLE DEL ALMEZ                                                
176,CALLE                   ,DEL   ,ACANTO                                          ,873,2.0,CALLE DEL ACANTO                                               
177,CALLE                   ,DE LA ,RETAMA                                          ,874,2.0,CALLE DE LA RETAMA                                             
178,CALLE                   ,DEL   ,OMBU                                            ,875,2.0,CALLE DEL OMBÚ                                                 
179,CALLE                   ,DE LA ,KENTIA                                          ,876,2.0,CALLE DE LA KENTIA                                             
180,CALLE                   ,DEL   ,TAMARINDO                                       ,877,2.0,CALLE DEL TAMARINDO                                            
181,CALLE                   ,DE    ,DENIA                                           ,878,9.0,CALLE DE DENIA                                                 
182,CALLE                   ,DE    ,VALLDEMOSA                                      ,879,9.0,CALLE DE VALLDEMOSA                                            
183,CALLE                   ,DEL   ,VALLE DE BELAGUA                                ,880,9.0,CALLE DEL VALLE DE BELAGUA                                     
184,CALLE                   ,DEL   ,VALLE DE ANSO                                   ,881,9.0,CALLE DEL VALLE DE ANSÓ                                        
185,CALLE                   ,DEL   ,VALLE DE CACHEMIRA                              ,882,9.0,CALLE DEL VALLE DE CACHEMIRA                                   
186,CALLE                   ,DEL   ,VALLE DEL BAZTAN                                ,883,9.0,CALLE DEL VALLE DEL BAZTÁN                                     
187,CALLE                   ,DEL   ,VALLE DE CARDOS                                 ,884,9.0,CALLE DEL VALLE DE CARDOS                                      
188,CALLE                   ,DEL   ,VALLE DE PINETA                                 ,885,9.0,CALLE DEL VALLE DE PINETA                                      
189,CALLE                   ,DEL   ,VALLE DE ORDESA                                 ,886,9.0,CALLE DEL VALLE DE ORDESA                                      
190,CALLE                   ,DEL   ,VALLE DE TENA                                   ,887,9.0,CALLE DEL VALLE DE TENA                                        
191,GLORIETA                ,DEL   ,VALLE DE ARCE                                   ,888,8.0,GLORIETA DEL VALLE DE ARCE                                     
192,CALLE                   ,DEL   ,VALLE DE MENA                                   ,889,8.0,CALLE DEL VALLE DE MENA                                        
193,CALLE                   ,DEL   ,VALLE DE BERGANTIÑOS                            ,890,9.0,CALLE DEL VALLE DE BERGANTIÑOS                                 
194,CALLE                   ,DEL   ,VALLE DEL SILENCIO                              ,891,9.0,CALLE DEL VALLE DEL SILENCIO                                   
195,CALLE                   ,DEL   ,VALLE DE AÑISCLO                                ,892,9.0,CALLE DEL VALLE DE AÑISCLO                                     
196,CALLE                   ,DEL   ,TIBERIADES                                      ,894,16.0,CALLE DEL TIBERÍADES                                           
197,CALLE                   ,DE    ,JAVIER DEL QUINTO                               ,895,16.0,CALLE DE JAVIER DEL QUINTO                                     
198,CALLE                   ,DE    ,MALAGON                                         ,896,16.0,CALLE DE MALAGÓN                                               
199,CALLE                   ,DE    ,TORDOMAR                                        ,897,16.0,CALLE DE TORDOMAR                                              
200,CALLE                   ,DE    ,AYACUCHO                                        ,898,16.0,CALLE DE AYACUCHO                                              
201,CALLE                   ,DE    ,AREQUIPA                                        ,899,16.0,CALLE DE AREQUIPA                                              
202,CALLE                   ,DEL   ,ABARDERO                                        ,900,8.0,CALLE DEL ABARDERO                                             
203,CALLE                   ,DE    ,ACONCAGUA                                       ,901,16.0,CALLE DE ACONCAGUA                                             
204,GLORIETA                ,DEL   ,MAR DE CRISTAL                                  ,902,16.0,GLORIETA DEL MAR DE CRISTAL                                    
205,CALLE                   ,DEL   ,NEVADO DEL RUIZ                                 ,903,16.0,CALLE DEL NEVADO DEL RUIZ                                      
206,CALLE                   ,DEL   ,NEVADO DEL CUMBAL                               ,904,16.0,CALLE DEL NEVADO DEL CUMBAL                                    
207,CALLE                   ,DE    ,GUATAVITA                                       ,905,16.0,CALLE DE GUATAVITA                                             
208,CALLE                   ,DE    ,PAIPA                                           ,906,16.0,CALLE DE PAIPA                                                 
209,CALLE                   ,DE    ,TORRESANDINO                                    ,907,16.0,CALLE DE TORRESANDINO                                          
210,CALLE                   ,DE    ,MINAYA                                          ,908,16.0,CALLE DE MINAYA                                                
211,GLORIETA                ,DEL   ,RIO URUBAMBA                                    ,909,16.0,GLORIETA DEL RÍO URUBAMBA                                      
212,CALLE                   ,DE    ,VALDESPINA                                      ,910,16.0,CALLE DE VALDESPINA                                            
213,CALLE                   ,DE    ,MONTALBOS                                       ,911,16.0,CALLE DE MONTALBOS                                             
214,CALLE                   ,DE    ,VERDE VIENTO                                    ,912,17.0,CALLE DE VERDE VIENTO                                          
215,CALLE                   ,DE    ,CAMBORIO                                        ,913,17.0,CALLE DE CAMBORIO                                              
216,CALLE                   ,DE    ,VARGAS HEREDIA                                  ,914,17.0,CALLE DE VARGAS HEREDIA                                        
217,CALLE                   ,DE    ,AINSA                                           ,915,20.0,CALLE DE AÍNSA                                                 
218,CALLE                   ,DE    ,CALATAÑAZOR                                     ,916,20.0,CALLE DE CALATAÑAZOR                                           
219,PASEO                   ,DE    ,JUAN ANTONIO VALLEJO-NAJERA BOTAS               ,917,2.0,PASEO DE JUAN ANTONIO VALLEJO-NÁJERA BOTAS                     
220,CALLE                   ,DEL   ,ARANDANO                                        ,918,6.0,CALLE DEL ARÁNDANO                                             
221,CALLE                   ,DE LOS,BREZOS                                          ,919,21.0,CALLE DE LOS BREZOS                                            
222,CALLE                   ,DE LA ,FUENTE DEL PAVO                                 ,920,21.0,CALLE DE LA FUENTE DEL PAVO                                    
223,CALLE                   ,DE LOS,FERIANTES                                       ,921,21.0,CALLE DE LOS FERIANTES                                         
224,PLAZA                   ,DE    ,EUGENIO MARIA DE HOSTOS                         ,922,9.0,PLAZA DE EUGENIO MARÍA DE HOSTOS                               
225,CALLE                   ,DE LA ,PARODIA                                         ,923,10.0,CALLE DE LA PARODIA                                            
226,CALLE                   ,DE    ,SERAFIN DE ASIS                                 ,924,10.0,CALLE DE SERAFÍN DE ASÍS                                       
227,CALLE                   ,DE LA ,CARLINA                                         ,925,10.0,CALLE DE LA CARLINA                                            
228,CALLE                   ,DE LA ,RUEZA                                           ,926,10.0,CALLE DE LA RUEZA                                              
229,CALLE                   ,DE LA ,ALVERJA                                         ,927,10.0,CALLE DE LA ALVERJA                                            
230,PLAZA                   ,DE LA ,ACHICORIA                                       ,928,10.0,PLAZA DE LA ACHICORIA                                          
231,CALLE                   ,DE LA ,NEGUILLA                                        ,929,10.0,CALLE DE LA NEGUILLA                                           
232,CALLE                   ,DE LA ,GENISTA                                         ,930,10.0,CALLE DE LA GENISTA                                            
233,TRAVESIA                ,DE LA ,VIRGEN DE LA ROCA                               ,932,15.0,TRAVESÍA DE LA VIRGEN DE LA ROCA                               
234,PASAJE                  ,DE LA ,VIRGEN DE LA ALEGRIA                            ,933,15.0,PASAJE DE LA VIRGEN DE LA ALEGRÍA                              
235,GLORIETA                ,DE    ,PIEDRAFITA DEL CEBRERO                          ,934,8.0,GLORIETA DE PIEDRAFITA DEL CEBRERO                             
236,CALLE                   ,DE    ,BECERREA                                        ,935,4.0,CALLE DE BECERREA                                              
237,CALLE                   ,DEL   ,VALLE DE LA FUENFRIA                            ,936,8.0,CALLE DEL VALLE DE LA FUENFRÍA                                 
238,AVENIDA                 ,DE    ,JOAQUIN GARRIGUES WALKER                        ,937,13.0,AVENIDA DE JOAQUÍN GARRIGUES WALKER                            
239,PLAZA                   ,DE    ,JOSE MOÑINO CONDE DE FLORIDA BLANCA             ,938,8.0,PLAZA DE JOSÉ MOÑINO CONDE DE FLORIDA BLANCA                   
240,GLORIETA                ,DE LAS,REALES ACADEMIAS                                ,939,8.0,GLORIETA DE LAS REALES ACADEMIAS                               
241,GLORIETA                ,DE    ,JOSE FRANCISCO DE ISLA                          ,940,8.0,GLORIETA DE JOSÉ FRANCISCO DE ISLA                             
242,PLAZA                   ,DE    ,JUAN PABLO FORNER                               ,941,8.0,PLAZA DE JUAN PABLO FORNER                                     
243,GLORIETA                ,DE    ,MARIANO SALVADOR MAELLA                         ,942,8.0,GLORIETA DE MARIANO SALVADOR MAELLA                            
244,GLORIETA                ,DE    ,FRANCISCO BAYEU Y SUBIAS                        ,943,8.0,GLORIETA DE FRANCISCO BAYEU Y SUBÍAS                           
245,CALLE                   ,DEL   ,DOCTOR RAMON CASTROVIEJO                        ,944,8.0,CALLE DEL DOCTOR RAMÓN CASTROVIEJO                             
246,PASEO                   ,DE LA ,VAGUADA                                         ,945,8.0,PASEO DE LA VAGUADA                                            
247,JARDIN                  ,DE LA ,VIRGEN DE LA ROCA                               ,946,15.0,JARDÍN DE LA VIRGEN DE LA ROCA                                 
248,CALLE                   ,DE    ,RAMON ARECES                                    ,947,14.0,CALLE DE RAMÓN ARECES                                          
249,CALLE                   ,DE    ,LITUANIA                                        ,948,14.0,CALLE DE LITUANIA                                              
250,CALLE                   ,DE    ,MANUEL MACHADO                                  ,949,14.0,CALLE DE MANUEL MACHADO                                        
251,CALLE                   ,DEL   ,ALCALDE LUIS MARICHALAR                         ,950,14.0,CALLE DEL ALCALDE LUIS MARICHALAR                              
252,CALLE                   ,DE    ,FELIX RODRIGUEZ DE LA FUENTE                    ,951,15.0,CALLE DE FÉLIX RODRÍGUEZ DE LA FUENTE                          
253,CALLE                   ,DE LA ,PRIMAVERA DE PRAGA                              ,952,14.0,CALLE DE LA PRIMAVERA DE PRAGA                                 
254,CALLE                   ,DE    ,ALFREDO BRAÑAS                                  ,953,14.0,CALLE DE ALFREDO BRAÑAS                                        
255,CALLE                   ,DE    ,CARMEN AMAYA                                    ,954,14.0,CALLE DE CARMEN AMAYA                                          
256,CALLE                   ,DEL   ,GENERAL JUAN VAN-HALEN                          ,955,14.0,CALLE DEL GENERAL JUAN VAN-HALEN                               
257,CALLE                   ,DE    ,EUGENIO D'ORS                                   ,956,14.0,CALLE DE EUGENIO D'ORS                                         
258,ACCESO                  ,AL    ,PARQUE DE LA ELIPA                              ,957,14.0,ACCESO AL PARQUE DE LA ELIPA                                   
259,CALLE                   ,DE    ,MARIO CABRE                                     ,958,14.0,CALLE DE MARIO CABRE                                           
260,CALLE                   ,DE LA ,CIUDAD DE AGUILAS                               ,959,14.0,CALLE DE LA CIUDAD DE ÁGUILAS                                  
261,CALLE                   ,DE    ,FLORENCIO CANO CRISTOBAL                        ,960,14.0,CALLE DE FLORENCIO CANO CRISTÓBAL                              
262,CALLE                   ,DE    ,EL PAULAR                                       ,961,14.0,CALLE DE EL PAULAR                                             
263,CALLE                   ,DE    ,ALONSO DE CONTRERAS                             ,962,20.0,CALLE DE ALONSO DE CONTRERAS                                   
264,CALLE                   ,DE    ,MANUEL AZAÑA                                    ,963,16.0,CALLE DE MANUEL AZAÑA                                          
265,TRAVESIA                ,DE    ,TELLEZ                                          ,964,3.0,TRAVESÍA DE TÉLLEZ                                             
266,PLAZA                   ,DE LA ,VIRGEN DE LA PALOMA                             ,965,1.0,PLAZA DE LA VIRGEN DE LA PALOMA                                
267,CALLE                   ,DE    ,ISABEL TINTERO                                  ,966,1.0,CALLE DE ISABEL TINTERO                                        
268,CALLE                   ,DE    ,GARGANTA DE LOS MONTES                          ,967,2.0,CALLE DE GARGANTA DE LOS MONTES                                
